path,present,tracked,size,category,approved,reference_count,runtime_success_count,last_git_change,rationale
.tmp/dekeli-v3-workflow-artifacts-v11/dekeli-v3-real-workflow-20260724-v11/research_audit.json,true,false,12779,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v11/dekeli-v3-real-workflow-20260724-v11/research_packet.json,true,false,373247,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v11/dekeli-v3-real-workflow-20260724-v11/stock_deep_dive.md,true,false,24621,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v12/dekeli-v3-real-workflow-20260724-v12/research_audit.json,true,false,12779,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v12/dekeli-v3-real-workflow-20260724-v12/research_packet.json,true,false,373247,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v12/dekeli-v3-real-workflow-20260724-v12/stock_deep_dive.md,true,false,24166,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v13/dekeli-v3-real-workflow-20260724-v13/research_audit.json,true,false,12748,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v13/dekeli-v3-real-workflow-20260724-v13/research_packet.json,true,false,373201,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v13/dekeli-v3-real-workflow-20260724-v13/stock_deep_dive.md,true,false,23275,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v14/dekeli-v3-real-workflow-20260724-v14/research_audit.json,true,false,12748,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v14/dekeli-v3-real-workflow-20260724-v14/research_packet.json,true,false,373201,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v14/dekeli-v3-real-workflow-20260724-v14/stock_deep_dive.md,true,false,23236,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v2/dekeli-v3-real-workflow-20260724-v2/research_audit.json,true,false,12715,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v2/dekeli-v3-real-workflow-20260724-v2/research_packet.json,true,false,274588,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v2/dekeli-v3-real-workflow-20260724-v2/stock_deep_dive.md,true,false,13779,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v3/dekeli-v3-real-workflow-20260724-v3/research_audit.json,true,false,12711,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v3/dekeli-v3-real-workflow-20260724-v3/research_packet.json,true,false,334926,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v3/dekeli-v3-real-workflow-20260724-v3/stock_deep_dive.md,true,false,18002,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v4/dekeli-v3-real-workflow-20260724-v4/research_audit.json,true,false,12711,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v4/dekeli-v3-real-workflow-20260724-v4/research_packet.json,true,false,346904,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v4/dekeli-v3-real-workflow-20260724-v4/stock_deep_dive.md,true,false,17942,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v6/dekeli-v3-real-workflow-20260724-v6/research_audit.json,true,false,12710,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v6/dekeli-v3-real-workflow-20260724-v6/research_packet.json,true,false,322598,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v6/dekeli-v3-real-workflow-20260724-v6/stock_deep_dive.md,true,false,21435,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v7/dekeli-v3-real-workflow-20260724-v7/research_audit.json,true,false,12709,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v7/dekeli-v3-real-workflow-20260724-v7/research_packet.json,true,false,340632,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v7/dekeli-v3-real-workflow-20260724-v7/stock_deep_dive.md,true,false,23420,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v8/control.db,true,false,421888,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/dekeli-v3-workflow-artifacts-v8/eval-report.md,true,false,780,KEEP,false,3,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v8/eval-results.json,true,false,1070,KEEP,false,3,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v9/dekeli-v3-real-workflow-20260724-v9/research_audit.json,true,false,12713,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v9/dekeli-v3-real-workflow-20260724-v9/research_packet.json,true,false,371463,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts-v9/dekeli-v3-real-workflow-20260724-v9/stock_deep_dive.md,true,false,24685,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts/dekeli-v3-real-workflow-20260724/research_audit.json,true,false,12549,KEEP,false,5,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts/dekeli-v3-real-workflow-20260724/research_packet.json,true,false,270118,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-artifacts/dekeli-v3-real-workflow-20260724/stock_deep_dive.md,true,false,13992,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/dekeli-v3-workflow-v10.db,true,false,3284992,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/dekeli-v3-workflow-v11.db,true,false,3284992,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/dekeli-v3-workflow-v12.db,true,false,3284992,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/dekeli-v3-workflow-v13.db,true,false,3284992,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/dekeli-v3-workflow-v14.db,true,false,3284992,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/dekeli-v3-workflow-v9.db,true,false,3268608,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/final-v3-http-response-clean.json,true,false,191419,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/final-v3-http-response.json,true,false,195337,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-data-acceptance-network.db,true,false,2777088,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-data-acceptance-network.json,true,false,15121,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-data-acceptance.db,true,false,1818624,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-data-acceptance.json,true,false,6665,KEEP,false,1,0,,has a code/config reference or recent runtime evidence
.tmp/live-data-final-20260723.db,true,false,1404928,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-data-final-20260723.json,true,false,12803,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-dekeli-data-20260724-v2.db,true,false,937984,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-dekeli-data-20260724-v2.json,true,false,6703,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-dekeli-data-20260724-v3.db,true,false,1503232,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-dekeli-data-20260724-v3.json,true,false,7271,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-dekeli-data-20260724-v4.db,true,false,3141632,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-dekeli-data-20260724-v4.json,true,false,14233,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-dekeli-data-20260724.db,true,false,946176,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-dekeli-data-20260724.json,true,false,6686,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-model-final-20260723.json,true,false,614,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-acceptance.db,true,false,1089536,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-acceptance.json,true,false,7828,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-fallback-20260723.db,true,false,1277952,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-fallback-20260723.json,true,false,8884,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-governed-20260723.db,true,false,405504,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-governed-20260723.json,true,false,6549,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-multisource-20260723.db,true,false,405504,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-multisource-20260723.json,true,false,6396,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-official-20260723.db,true,false,462848,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-official-20260723.json,true,false,6695,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-quality-20260723.db,true,false,462848,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-quality-20260723.json,true,false,6534,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-topics-20260723.db,true,false,405504,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-topics-20260723.json,true,false,6333,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/live-news-utf8-20260723.db,true,false,405504,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/live-news-utf8-20260723.json,true,false,5917,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/local-runtime/runtime-3000-5173.json,true,false,761,DELETE_CANDIDATE,false,0,0,,untracked and without a current reference or runtime signal; manual review required
.tmp/runtime-task6.db,true,false,77824,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/runtime.db,true,false,77824,GENERATED,false,1,0,,runtime/build output governed by retention and ignore rules
.tmp/smr-migration-test.db,true,false,312799232,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/smr-task4-pristine.db,true,false,312528896,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/smr-task4.db,true,false,312532992,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_01/research_packet.json,true,false,69134,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_01/stock_deep_dive.md,true,false,2594,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_02/research_packet.json,true,false,67192,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_02/stock_deep_dive.md,true,false,2110,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_03/research_packet.json,true,false,65304,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_03/stock_deep_dive.md,true,false,2386,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_04/research_packet.json,true,false,23138,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_04/stock_deep_dive.md,true,false,1922,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_05/research_packet.json,true,false,86417,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_05/stock_deep_dive.md,true,false,3076,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_06/research_packet.json,true,false,63533,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_06/stock_deep_dive.md,true,false,2286,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_07/research_packet.json,true,false,78216,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_07/stock_deep_dive.md,true,false,2470,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_08/research_packet.json,true,false,66350,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_08/stock_deep_dive.md,true,false,2232,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_09/research_packet.json,true,false,86131,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_09/stock_deep_dive.md,true,false,2472,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_10/research_packet.json,true,false,90062,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/artifacts/run_eval_probe_10/stock_deep_dive.md,true,false,2977,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe-2/control.db,true,false,573440,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_01/research_packet.json,true,false,69134,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_01/stock_deep_dive.md,true,false,2594,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_02/research_packet.json,true,false,67423,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_02/stock_deep_dive.md,true,false,2297,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_03/research_packet.json,true,false,65304,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_03/stock_deep_dive.md,true,false,2386,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_04/research_packet.json,true,false,23138,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_04/stock_deep_dive.md,true,false,1922,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_05/research_packet.json,true,false,86916,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_05/stock_deep_dive.md,true,false,3076,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_06/research_packet.json,true,false,64403,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_06/stock_deep_dive.md,true,false,2286,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_07/research_packet.json,true,false,84979,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_07/stock_deep_dive.md,true,false,2984,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_08/research_packet.json,true,false,70582,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_08/stock_deep_dive.md,true,false,4008,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_09/research_packet.json,true,false,89333,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_09/stock_deep_dive.md,true,false,3044,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_10/research_packet.json,true,false,91955,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/artifacts/run_eval_probe_10/stock_deep_dive.md,true,false,3973,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/stock-deep-dive-eval-probe/control.db,true,false,671744,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/stock-real-20260713.db,true,false,155648,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/stock-real-artifacts/run_real_300308_20260713/stock_deep_dive.md,true,false,3285,KEEP,false,9,0,,has a code/config reference or recent runtime evidence
.tmp/task16-rehearsal-20260714075659710/backups/smr-backup-20260714-155707-687.db,true,false,147456,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
.tmp/task16-rehearsal-20260714075659710/restore-candidate.db,true,false,147456,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
00_control/blocker_source_route_map.json,true,true,6866,KEEP,false,2,0,2026-05-26T15:55:15+08:00,has a code/config reference or recent runtime evidence
00_control/data_freshness_rules.json,true,true,4522,KEEP,false,2,0,2026-07-13T15:11:11+08:00,has a code/config reference or recent runtime evidence
00_control/deep_analysis_theme_registry.md,true,true,6137,KEEP,false,2,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/dispatch_board.md,true,true,9957,KEEP,false,13,0,2026-05-21T13:47:04+08:00,has a code/config reference or recent runtime evidence
00_control/engineering_autonomy_policy.json,true,true,1469,KEEP,false,3,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/financial_statement_sources.json,true,true,2188,KEEP,false,5,0,2026-05-26T09:13:56+08:00,has a code/config reference or recent runtime evidence
00_control/official_intel_target_registry.md,true,true,5660,KEEP,false,3,0,2026-05-21T13:47:04+08:00,has a code/config reference or recent runtime evidence
00_control/opportunity_engine_policy.json,true,true,1766,KEEP,false,7,0,2026-07-18T23:57:28+08:00,has a code/config reference or recent runtime evidence
00_control/phase6_ai_core_watchlist.json,true,true,3035,KEEP,false,2,0,2026-05-22T16:50:56+08:00,legacy Phase asset still has a reference or recent runtime evidence
00_control/portfolio_holdings_registry.md,true,true,1187,KEEP,false,4,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/portfolio_policy.json,true,true,685,KEEP,false,5,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/public_analyst_signal_target_registry.md,true,true,3753,KEEP,false,2,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/public_transcript_target_registry.md,true,true,3812,KEEP,false,2,0,2026-05-21T13:47:04+08:00,has a code/config reference or recent runtime evidence
00_control/research_amplification_registry.md,true,true,2236,KEEP,false,4,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/sector_priority_map.md,true,true,1113,KEEP,false,6,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/source_connector_registry_v2.json,true,true,58643,KEEP,false,2,0,2026-05-27T14:12:16+08:00,has a code/config reference or recent runtime evidence
00_control/source_fetch_policy.json,true,true,1853,KEEP,false,6,0,2026-05-21T13:47:04+08:00,has a code/config reference or recent runtime evidence
00_control/source_registry.md,true,true,11860,KEEP,false,4,0,2026-05-18T23:49:56+08:00,has a code/config reference or recent runtime evidence
00_control/supplier_exposure_profiles.json,true,true,4241,KEEP,false,2,0,2026-05-26T21:53:05+08:00,has a code/config reference or recent runtime evidence
00_control/supply_chain_theme_templates.json,true,true,1478,KEEP,false,2,0,2026-05-26T21:53:05+08:00,has a code/config reference or recent runtime evidence
00_control/thesis_evidence_requirements.json,true,true,4850,KEEP,false,1,0,2026-05-24T17:45:11+08:00,has a code/config reference or recent runtime evidence
00_control/valuation_peer_sets.json,true,true,722,KEEP,false,1,0,2026-05-24T08:46:28+08:00,has a code/config reference or recent runtime evidence
00_control/watchlist_registry.md,true,true,4572,KEEP,false,14,0,2026-07-18T23:57:28+08:00,has a code/config reference or recent runtime evidence
00_control/watchlists/supply_chain_pilot.json,true,true,178,KEEP,false,2,0,2026-05-26T21:53:05+08:00,has a code/config reference or recent runtime evidence
00_control/web_source_registry.json,true,true,8307,KEEP,false,3,0,2026-07-28T16:56:34+08:00,has a code/config reference or recent runtime evidence
01_data/acquisition_raw/cninfo/300308_SZ/1225056459.pdf,true,false,6150814,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/cninfo/688205_SH/1223285628.pdf,true,false,1582045,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/cninfo/688205_SH/1225064041.pdf,true,false,1610403,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/cninfo_smoke/300308_SZ/1225056459.pdf,true,false,6150814,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/cninfo_v3_e2e/300308_SZ/1225056459.pdf,true,false,6150814,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/firecrawl/https___data.eastmoney.com_notices_stock_300308.html_4d6366fdf19b.json,true,false,86979,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/firecrawl/https___example.com__0f115db062b7.json,true,false,1905,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/firecrawl/https___finance.sina.com.cn_realstock_company_sz300308_nc.shtml_7b76f289f8d7.json,true,false,255258,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
01_data/acquisition_raw/firecrawl/https___money.finance.sina.com.cn_corp_view_vCB_AllBulletinDetail.php_stockid_300308_id_10911494_ea7ef8c975e7.json,true,false,2732359,GENERATED,false,0,0,,runtime/build output governed by retention and ignore rules
